,id,text,creator_id,created_on,language_id,activity_id,score,label
751586,1981990,Osmosis is a kind of diffusion.,25965,2009-07-08 04:10:22.344881-04,en,16.0,1.0,0
751603,1982085,Parks is a kind of a place.,26186,2009-07-25 03:53:28.080514-04,en,40.0,1.0,0
751619,1982127,fermentation is a kind of natural process.,26198,2009-07-27 15:10:41.371294-04,en,40.0,1.0,0
751641,1982150,the moon is a kind of a place.,26198,2009-07-27 15:37:35.20599-04,en,40.0,1.0,0
751642,1982152,gold is a kind of metal.,26198,2009-07-27 15:41:02.299295-04,en,40.0,1.0,0
751654,1982167,a viola is a kind of musical instrument.,26200,2009-07-28 09:07:11.019384-04,en,40.0,1.0,0
751656,1982169,a tenori-on is a kind of musical instrument.,26200,2009-07-28 09:08:28.395805-04,en,40.0,1.0,0
751659,1982172,police officers is a kind of a person.,26200,2009-07-28 09:10:21.787238-04,en,40.0,1.0,0
751678,1982196,Moped is a kind of vehicle.,26202,2009-07-28 10:41:23.056818-04,en,40.0,1.0,0
751685,1982203,A computer is a kind of a musical instrument.,26209,2009-07-28 10:58:52.027139-04,en,40.0,1.0,0
751703,1982233,Firefox is a kind of web browser.,26211,2009-07-28 11:44:35.041766-04,en,40.0,1.0,0
751709,1982240,Opera is a kind of web browser.,26211,2009-07-28 11:46:32.103057-04,en,40.0,1.0,0
751760,1982320,a Nalgene is a kind of waterbottle.,26223,2009-07-28 19:34:22.706502-04,en,40.0,1.0,0
751761,1982323,A tanager is a kind of bird.,26223,2009-07-29 00:47:32.010101-04,en,40.0,1.0,0
751921,1982606,burger is a kind of food.,26152,2009-08-06 02:42:41.014948-04,en,40.0,1.0,0
751980,1047360,"To understand the event ""Bob ate a slice of pizza."", it is important to know that Pizza is a kind of food, ""junk food,"" though it could be home-made and it could be better than a store makes, or worse.",7069,2006-11-14 17:00:22.663542-05,en,27.0,1.0,0
752142,1047290,"To understand the event ""Bob ate a cookie."", it is important to know that A cookie is a kind of sweet semiluxury food.",7065,2006-11-14 17:00:21.447242-05,en,27.0,1.0,0
753745,1046975,There is no obvious relationship between the word unless and the word oh.,3822,2006-11-14 17:00:15.993909-05,en,27.0,1.0,1
753819,1046304,Sex is a kind of mutual bonding between two people.,4273,2006-11-14 17:00:03.371182-05,en,27.0,4.0,0
754337,1046841,"Another way to say ""a bumblebee is a kind of bee"" is ""one kind of bee is a bumblebee""",3822,2006-11-14 17:00:13.669549-05,en,27.0,1.0,0
756177,1043711,"To understand the event ""Marek loves to drink good beer.  Marek drank an excellent ale at the Brew Pub."", it is important to know that Ale is a kind of beer.",7003,2006-11-14 16:59:17.204851-05,en,27.0,1.0,0
756561,1043372,"To understand the event ""Jane taught a class on physics."", it is important to know that Physics is a kind of science",7009,2006-11-14 16:59:11.274021-05,en,27.0,1.0,0
756996,1042631,A pike is a kind of fish related to barracudas.,4647,2006-11-14 16:58:58.232009-05,en,27.0,1.0,0
757005,1042641,A chesterfield is a kind of coat.,4647,2006-11-14 16:58:58.406795-05,en,27.0,1.0,0
758170,1041316,Advertising is a kind of information employment.,4273,2006-11-14 16:58:35.270516-05,en,27.0,1.0,0
758179,1041325,Guiness is a kind of beer that is traditionally served at room temperature.,4273,2006-11-14 16:58:35.420462-05,en,27.0,1.0,0
758464,1041060,pate is a kind of food,375,2006-11-14 16:58:30.581433-05,en,27.0,1.0,0
759361,1039920,"The statement ""Sweet is a kind of taste"" is true because  ",6970,2006-11-14 16:58:10.091667-05,en,27.0,1.0,0
759766,1039568,"To understand the event ""The cat used the litter box."", it is important to know that cat is a kind of animal",6971,2006-11-14 16:58:04.10342-05,en,27.0,1.0,0
760100,1039185,"To understand the event ""Sam ate a steak."", it is important to know that Steak is a kind of food",6963,2006-11-14 16:57:57.287457-05,en,27.0,1.0,0
760635,1038591,someone on a boat might be fishing and a bass is a kind of fish,6945,2006-11-14 16:57:46.992821-05,en,27.0,1.0,0
760674,1038432,"To understand the event ""George fought in a revolution."", it is important to know that a revolution is a kind of war",6934,2006-11-14 16:57:44.343483-05,en,27.0,1.0,0
761041,1038009,"To understand the event ""We popped some pop corn."", it is important to know that Pop corn is a kind of snack food.",6936,2006-11-14 16:57:36.97132-05,en,27.0,1.0,0
761957,1037053,Woven cloth is a kind of material.,4273,2006-11-14 16:57:20.363187-05,en,27.0,1.0,0
761958,1037054,An office is a kind of room where business is done or held.,4273,2006-11-14 16:57:20.379828-05,en,27.0,1.0,0
761984,1037081,Being truly in love is a kind of personal paradise.,4273,2006-11-14 16:57:20.846354-05,en,27.0,1.0,0
763577,1035295,"To understand the event ""Jerry taught Elaine how to golf."", it is important to know that Golf is a kind of sports",6900,2006-11-14 16:56:49.619656-05,en,27.0,1.0,0
763745,1035037,"To understand the event ""Jeff bought a candy bar."", it is important to know that candy is a kind of food",6888,2006-11-14 16:56:45.155282-05,en,27.0,1.0,0
765541,1033039,"To understand the event ""There was no more milk in the refrigerator."", it is important to know that Milk is a kind of food",6839,2006-11-14 16:56:09.904156-05,en,27.0,1.0,0
765840,1032789,"To understand the event ""Bob ate a lemon."", it is important to know that A lemon is a kind of fruit",6832,2006-11-14 16:56:05.484161-05,en,27.0,1.0,0
765905,1032653,"To understand the event ""The officer shot the bankrobber in the leg."", it is important to know that The officer probably didn't want to kill the bankrobber so the officer aimed for the bankrobber's leg.",6824,2006-11-14 16:56:03.193074-05,en,27.0,1.0,1
767106,1031398,"The statement ""A house is a kind of building."" helps answer the question ""What is a house?""",6715,2006-11-14 16:55:41.434694-05,en,27.0,1.0,0
767536,1030891,English is a kind of language,6715,2006-11-14 16:55:32.362808-05,en,27.0,1.0,0
768396,1029839,"The statement ""A lab is another name for labrador retriever which is a kind of dog"" is true because People like to name things with long compicated names and then shorten them into nick-names.",4647,2006-11-14 16:55:14.079785-05,en,27.0,1.0,0
768426,1029874,"To understand the event ""Lucy sat at the table to study."", it is important to know that Table is a kind of furniture",6764,2006-11-14 16:55:14.696287-05,en,27.0,1.0,0
771132,1026847,"To understand the event ""Robert's dog died yesterday."", it is important to know that A dog is a kind of animal.",6703,2006-11-14 16:54:21.534857-05,en,27.0,1.0,0
771214,1026737,"To understand the event ""Jeff poured milk in his cereal."", it is important to know that Cereal is a kind of food",6700,2006-11-14 16:54:19.701955-05,en,27.0,1.0,0
771215,1026738,"To understand the event ""Jeff poured milk in his cereal."", it is important to know that Milk is a kind of food",6700,2006-11-14 16:54:19.718614-05,en,27.0,1.0,0
771227,1026750,"To understand the event ""Bob ate a piece of pie."", it is important to know that A pie is a kind of food",6700,2006-11-14 16:54:19.926864-05,en,27.0,1.0,0
771604,1026369,A dentist is a kind of medical doctor who specializes in the care and repair of teeth and gums in the animal mouth.,6546,2006-11-14 16:54:13.264886-05,en,27.0,1.0,0
771643,1026209,It's probably not a good idea to jump out of a burning building unless your only a floor or two from the ground.,4647,2006-11-14 16:54:10.568867-05,en,27.0,1.0,1
772080,1025874,Microsoft Chart does not plot a series unless you specifically request it by clicking the Plot Series box in the window containing the series.,393,2006-11-14 16:54:04.910466-05,en,27.0,1.0,1
773005,1024865,"To understand the event ""Daphne made a pot of chili."", it is important to know that chili is a kind of food",6673,2006-11-14 16:53:46.950192-05,en,27.0,1.0,0
773119,1024783,"To understand the event ""We all drank beer."", it is important to know that Beer is a kind of drink",6670,2006-11-14 16:53:45.567323-05,en,27.0,1.0,0
774565,1023168,"To understand the event ""Helen and Ruth had an argument."", it is important to know that An argument is a kind of conversation ",6646,2006-11-14 16:53:17.371742-05,en,27.0,1.0,0
774904,1022736,"To understand the event ""We painted the barn."", it is important to know that A barn is a kind of building.",6622,2006-11-14 16:53:10.054103-05,en,27.0,1.0,0
775608,1022064,"To understand the event ""Bob ate a sandwich."", it is important to know that A sandwich is a kind of food.",6599,2006-11-14 16:52:57.908401-05,en,27.0,1.0,0
776753,1020729,"To understand the event ""We popped some pop corn."", it is important to know that Pop corn is a kind of snack food",6574,2006-11-14 16:52:34.325447-05,en,27.0,1.0,0
776909,1020699,"To understand the event ""Fred gathered his friends in a circle."", it is important to know that A circle is a kind of shape",6578,2006-11-14 16:52:33.475733-05,en,27.0,1.0,0
777537,1019966,"To understand the event ""Marek loves to drink good beer.  Marek drank an excellent ale at the Brew Pub."", it is important to know that An ale is a kind of a beer",6559,2006-11-14 16:52:20.555558-05,en,27.0,1.0,0
778027,1019467,"Another way to say ""a bumblebee is a kind of bee"" is ""Larger and more furry than a honey-bee, is the pollination helper, the bumblebee""",6546,2006-11-14 16:52:11.601212-05,en,27.0,1.0,0
779067,1018334,"To understand the event ""Shaun needed to learn more math for his programming job.  Tonight Shaun is studying some calculus."", it is important to know that Calculus is a kind of math",6324,2006-11-14 16:51:52.118188-05,en,27.0,1.0,0
779679,1017629,"To understand the event ""The Amish churn butter."", it is important to know that butter is a kind of food",6517,2006-11-14 16:51:40.004433-05,en,27.0,1.0,0
780152,1017126,"To understand the event ""Bob planted a tree."", it is important to know that A tree is a kind of plant",6511,2006-11-14 16:51:30.909203-05,en,27.0,1.0,0
780750,1016563,"The statement ""Rice is a kind of food"" is true because because it is edible and comes from rice patties or fields where rice is harvested",6492,2006-11-14 16:51:21.38716-05,en,27.0,1.0,0
781410,1015701,"To understand the event ""Elaine and Melissa are roommates.  Elaine borrowed Melissa's favorite dress."", it is important to know that Dress is a kind of clothes",6490,2006-11-14 16:51:06.200279-05,en,27.0,1.0,0
781440,1015732,"To understand the event ""Jeff stole a candy bar."", it is important to know that A Candy bar is a kind of food",6492,2006-11-14 16:51:06.716804-05,en,27.0,1.0,0
784097,1012820,"To understand the event ""The dentist found a problem with Joe's tooth.  The dentist removed Joe's damaged tooth."", it is important to know that A dentist is a kind of doctor",6412,2006-11-14 16:50:15.812997-05,en,27.0,1.0,0
785084,1011769,One should not promote friends into management positions unless they have appropriate management experience and are willing to openly disagree.,393,2006-11-14 16:49:57.266426-05,en,27.0,1.0,1
786212,1010413,If you want to hear music then you should not listen so much to overly loud music.,6039,2006-11-14 16:49:33.435504-05,en,27.0,1.0,1
786373,1010375,"To understand the event ""Peter whispered in Joan's ear."", it is important to know that whispering is a kind of extremely soft speech",6364,2006-11-14 16:49:32.801254-05,en,27.0,1.0,0
786679,1010097,"To understand the event ""James nearly missed his flight."", it is important to know that Plane is a kind of transportation",6361,2006-11-14 16:49:27.985333-05,en,27.0,1.0,0
786925,1009769,Grass will grow tall unless it is regularly trimmed.,6314,2006-11-14 16:49:22.329217-05,en,27.0,1.0,1
787375,1009286,"Another way to say ""Guinness is a kind of beer"" is ""one kind of beer is Guinness""",6320,2006-11-14 16:49:13.919837-05,en,27.0,1.0,0
787377,1009288,"Another way to say ""Guinness is a kind of beer"" is ""Guinness is a type of beer """,6320,2006-11-14 16:49:13.96452-05,en,27.0,1.0,0
788282,1008257,"To understand the event ""Teresa baked a cake."", it is important to know that Cake is a kind of food.",6288,2006-11-14 16:48:56.140369-05,en,27.0,1.0,0
788933,1007486,"To understand the event ""The cat is thirsty.  The cat gets some milk."", it is important to know that milk is a kind of food",6328,2006-11-14 16:48:42.87985-05,en,27.0,1.0,0
789400,1006975,"To understand the event ""Kathy enjoys fishing and really likes to catch big fish.  Kathy was vacationing in Florida.  She chartered a boat and went deep sea fishing."", it is important to know that Fish is a kind of food.",6321,2006-11-14 16:48:33.590462-05,en,27.0,1.0,0
789501,1006874,"To understand the event ""Jesse ate a bowl of spaghetti for dinner."", it is important to know that Spagetti is a kind of food",6320,2006-11-14 16:48:31.723282-05,en,27.0,1.0,0
789731,1006433,"To understand the event ""There was no more milk in the refrigerator."", it is important to know that Milk is a kind of food.",6315,2006-11-14 16:48:24.036048-05,en,27.0,1.0,0
790290,1005705,"To understand the event ""Jeff baked a cake.  Everyone had a piece."", it is important to know that A cake is a kind of food.",6303,2006-11-14 16:48:11.427265-05,en,27.0,1.0,0
790294,1005709,"To understand the event ""Ricky is a white supremicist.  Ricky shot Amit, a Jew."", it is important to know that A ""white supremicist"" is a kind of antisocial human who hates most ethnic groups.",6303,2006-11-14 16:48:11.493893-05,en,27.0,1.0,0
790300,1005715,"To understand the event ""Alex drove the van to the lake."", it is important to know that A van is a kind of vehicle.",6303,2006-11-14 16:48:11.593811-05,en,27.0,1.0,0
790385,1005613,"To understand the event ""Amy drew a horse and a dragon."", it is important to know that Horse is a kind of animal.",6302,2006-11-14 16:48:09.88495-05,en,27.0,1.0,0
790386,1005614,"To understand the event ""Amy drew a horse and a dragon."", it is important to know that Dragon is a kind of animal.",6302,2006-11-14 16:48:09.901611-05,en,27.0,1.0,0
790609,1005473,"To understand the event ""James nearly missed his flight."", it is important to know that A flight is a kind of journey",6300,2006-11-14 16:48:07.385378-05,en,27.0,1.0,0
790619,1005483,"To understand the event ""The waiter spilled the beer."", it is important to know that a beverage is a kind of food that one drinks",6301,2006-11-14 16:48:07.552051-05,en,27.0,1.0,0
790658,1005340,"To understand the event ""The parents took their children to the carnaval."", it is important to know that A carnaval is a kind of entertainment",6299,2006-11-14 16:48:05.149449-05,en,27.0,1.0,0
791175,1004703,"To understand the event ""The apple fell from the tree."", it is important to know that A tree is a kind of plant that has a woody trunk and is tall.",6282,2006-11-14 16:47:53.871626-05,en,27.0,1.0,0
791965,1003963,"To understand the event ""Sam is a mechanic.  Sam fixed the car."", it is important to know that A car is a kind of a machine",6269,2006-11-14 16:47:40.987457-05,en,27.0,1.0,0
793720,1001930,"To understand the event ""Joe had a tooth ache.  Joe went to the dentist."", it is important to know that Acheing is a kind of pain.",6224,2006-11-14 16:47:02.660081-05,en,27.0,1.0,0
794186,1001461,a person doesn't want pain unless they are masochistic.,2536,2006-11-14 16:46:53-05,en,27.0,1.0,1
794766,1000726,"To understand the event ""We threw pies at the bears."", it is important to know that A pie is a kind of food.",6195,2006-11-14 16:46:40.869416-05,en,27.0,1.0,0
794967,1000546,"To understand the event ""Lisa taught John how to read.  Janice baked a birthday cake."", it is important to know that A cake is a kind of food.",6193,2006-11-14 16:46:37.703427-05,en,27.0,1.0,0
795644,999886,"To understand the event ""Fred is a businessman.  Fred owns a Palm Pilot."", it is important to know that A Palm Pilot is a kind of computer",6177,2006-11-14 16:46:26.323244-05,en,27.0,1.0,0
795925,999588,"To understand the event ""Bill wrote a book about dogs.  Jackie likes dogs.  Jackie read Bill's book."", it is important to know that A book is a kind of entertainment or science.",6168,2006-11-14 16:46:21.035366-05,en,27.0,1.0,0
796394,998930,"To understand the event ""Ellen found a quarter on the sidewalk."", it is important to know that A quarter is a kind of money",6150,2006-11-14 16:46:09.591706-05,en,27.0,1.0,0
796440,998977,"To understand the event ""Joe drank a soda."", it is important to know that soda is a kind of food",5899,2006-11-14 16:46:10.478601-05,en,27.0,1.0,0
796451,998988,"To understand the event ""The cat is thirsty.  The cat gets some milk."", it is important to know that milk is a kind of food that some cats like",5899,2006-11-14 16:46:10.661845-05,en,27.0,1.0,0
797067,998398,A violin is a kind of instrument with strings.,6095,2006-11-14 16:46:00.302494-05,en,27.0,1.0,0
797132,998290,"a channel is a kind of passageway and can be used to transport many kinds of things, such as water, or electromagnetic waves, ",3980,2006-11-14 16:45:58.376943-05,en,27.0,1.0,0
798028,997126,"To understand the event ""Dwight wore a lovey nighty."", it is important to know that A nighty is a kind of pajamas.",6119,2006-11-14 16:45:38.030427-05,en,27.0,1.0,0
798477,996603,"To understand the event ""The cat is thirsty.  The cat gets some milk."", it is important to know that Milk is a kind of food.",6099,2006-11-14 16:45:28.661228-05,en,27.0,1.0,0
798496,996622,"To understand the event ""Billy ate a grapefruit."", it is important to know that A grapefruit is a kind of food.",6099,2006-11-14 16:45:28.986107-05,en,27.0,1.0,0
798497,996623,"To understand the event ""Billy ate a grapefruit."", it is important to know that A grapefruit is a kind of fruit.",6099,2006-11-14 16:45:29.002778-05,en,27.0,1.0,0
798530,996667,"To understand the event ""George ate his dinner."", it is important to know that Dinner is a kind of meal",6103,2006-11-14 16:45:29.787574-05,en,27.0,1.0,0
798574,996524,Walking is a kind of movement.,6095,2006-11-14 16:45:27.3364-05,en,27.0,1.0,0
798575,996525,Climbing is a kind of movement.,6095,2006-11-14 16:45:27.353056-05,en,27.0,1.0,0
798587,996537,Grass is a kind of plant.,6095,2006-11-14 16:45:27.553168-05,en,27.0,1.0,0
798598,996554,Some people say sex is a kind of sport.,6095,2006-11-14 16:45:27.83637-05,en,27.0,1.0,0
798627,996431,Rap is a kind of music often found on a cassette,6083,2006-11-14 16:45:25.786532-05,en,27.0,1.0,0
798628,996583,"To understand the event ""Liz went upstairs and ate a sandwich and an apple."", it is important to know that A sandwich is a kind of food.",6099,2006-11-14 16:45:28.319585-05,en,27.0,1.0,0
798629,996584,"To understand the event ""Liz went upstairs and ate a sandwich and an apple."", it is important to know that An apple is a kind of food.",6099,2006-11-14 16:45:28.336255-05,en,27.0,1.0,0
798789,996319,Something you might do while having a nervous breakdown is a kind of illness,6095,2006-11-14 16:45:23.663432-05,en,27.0,1.0,0
798830,996213,"To understand the event ""He walked to the store."", it is important to know that Walking is a kind of movement.",6095,2006-11-14 16:45:21.85182-05,en,27.0,1.0,0
799272,995723,Needlepoint is a kind of sewing.,6083,2006-11-14 16:45:13.484701-05,en,27.0,1.0,0
799827,995134,"To understand the event ""Bob was a dog.  Bob liked to bark."", it is important to know that Dog is a kind of animal.",6072,2006-11-14 16:45:02.997974-05,en,27.0,1.0,0
799832,995139,"To understand the event ""Mom baked bread for dinner."", it is important to know that Bread is a kind of food",6073,2006-11-14 16:45:03.172938-05,en,27.0,1.0,0
800412,994568,"To understand the event ""Sam ate a steak."", it is important to know that A steak is a kind of food.",2295,2006-11-14 16:44:52.834548-05,en,27.0,1.0,0
800905,993926,"To understand the event ""John shivered in his short-sleeved shirt."", it is important to know that A shirt is a kind of clothing.",6046,2006-11-14 16:44:41.781009-05,en,27.0,1.0,0
801099,993740,"To understand the event ""we drank a glass of milk."", it is important to know that Milk is a kind of food.",6045,2006-11-14 16:44:38.418788-05,en,27.0,1.0,0
801234,993524,"To understand the event ""Eric rode a bike on a path."", it is important to know that A bike is a kind of transportation.",6036,2006-11-14 16:44:34.80953-05,en,27.0,1.0,0
801501,993287,"To understand the event ""The baby held the teddy bear."", it is important to know that A teddy bear is a kind of toy",6030,2006-11-14 16:44:30.718846-05,en,27.0,1.0,0
801609,993127,"To understand the event ""Bob ate an orange."", it is important to know that A orange is a kind of food",6027,2006-11-14 16:44:27.919529-05,en,27.0,1.0,0
802780,991815,"To understand the event ""The geese crossed the road."", it is important to know that A goose is a kind of food",5994,2006-11-14 16:44:05.081205-05,en,27.0,1.0,0
802988,991623,"To understand the event ""The cat chewed open the bag of cat food."", it is important to know that A cat is a kind of animal.",5990,2006-11-14 16:44:01.702557-05,en,27.0,1.0,0
804041,990440,"To understand the event ""Marek loves to drink good beer.  Marek drank an excellent ale at the Brew Pub."", it is important to know that An ale is a kind of beer.",5922,2006-11-14 16:43:41.283673-05,en,27.0,1.0,0
804081,990478,"To understand the event ""Jeff poured milk in his cereal."", it is important to know that Milk is a kind of liquid food.",5922,2006-11-14 16:43:41.917018-05,en,27.0,1.0,0
804976,989312,A briefcase is a kind of accessory.,5950,2006-11-14 16:43:21.414602-05,en,27.0,1.0,0
805863,988321,"To understand the event ""Bob ate a piece of pie."", it is important to know that Pie is a kind of food that  is usually eaten as a dessert.",5929,2006-11-14 16:43:04.40412-05,en,27.0,1.0,0
806745,987492,"To understand the event ""Dave drank a glass of milk."", it is important to know that Milk is a kind of food",5907,2006-11-14 16:42:49.770664-05,en,27.0,1.0,0
807670,986382,"The statement ""The story ""Cooking A Curry"" has the step ""I chewed my food."""" is true because Curry is a kind of food which must be chewed while eating",5875,2006-11-14 16:42:29.90615-05,en,27.0,1.0,0
807740,986249,"To understand the event ""The bookstore had a sale."", it is important to know that A bookstore is a kind of business",5875,2006-11-14 16:42:27.598326-05,en,27.0,1.0,0
807744,986253,"To understand the event ""A fire destroyed the barn."", it is important to know that A barn is a kind of building used to store things",5875,2006-11-14 16:42:27.665232-05,en,27.0,1.0,0
807786,986294,"To understand the event ""Mom smoked crack."", it is important to know that Crack is a kind of narcotic",5875,2006-11-14 16:42:28.356629-05,en,27.0,1.0,0
808090,985822,A saxhorn is a kind of musical instrument,5748,2006-11-14 16:42:20.13723-05,en,27.0,1.0,0
808849,985053,"To understand the event ""Jeff ate a candy bar."", it is important to know that A candy bar is a kind of food",5829,2006-11-14 16:42:06.079618-05,en,27.0,1.0,0
809031,984857,An action figure is a kind of toy,5748,2006-11-14 16:42:02.697684-05,en,27.0,1.0,0
810238,983403,"To understand the event ""Mary read the book out loud."", it is important to know that Book is a kind of object.",5802,2006-11-14 16:41:37.138616-05,en,27.0,1.0,0
810856,982725,Beer is a kind of drink,5793,2006-11-14 16:41:24.863393-05,en,27.0,4.0,0
810966,982646,"To understand the event ""Sally boiled the potatoes."", it is important to know that A potato is a kind of food",5793,2006-11-14 16:41:23.503681-05,en,27.0,1.0,0
811116,982404,"To understand the event ""Harry bought an ice cream cone."", it is important to know that Ice-cream is a kind of food.",5782,2006-11-14 16:41:18.737577-05,en,27.0,1.0,0
811242,982351,"The statement ""a bus is a kind of car"" is true because cars and busses both carry passengers",5747,2006-11-14 16:41:17.820875-05,en,27.0,1.0,0
812086,981310,"To understand the event ""My ears are ringing.  The music is to loud."", it is important to know that If I stand farther away from the source of the music, the sound will not be so loud and my ears may stop ringing.",5724,2006-11-14 16:40:59.588168-05,en,27.0,1.0,1
812311,981137,"To understand the event ""Bob ate a slice of pizza."", it is important to know that Pizza is a kind of food.",5774,2006-11-14 16:40:56.480507-05,en,27.0,1.0,0
812876,980567,"To understand the event ""Margaret slipped on a banana peel."", it is important to know that A banana is a kind of fruit.",5576,2006-11-14 16:40:46.439128-05,en,27.0,1.0,0
812880,980571,"To understand the event ""The dog was straining at its leash."", it is important to know that A leash is a kind of rope.",5576,2006-11-14 16:40:46.505802-05,en,27.0,1.0,0
812895,980586,A manager is a kind of worker.,5576,2006-11-14 16:40:46.776662-05,en,27.0,1.0,0
813520,979896,"To understand the event ""The doctor gave Jim a prescription.  Jim gave his prescription to the pharmacist.  The pharmacist gave Jim a bottle of pills."", it is important to know that A bottle is a kind of receptacle",5753,2006-11-14 16:40:34.719051-05,en,27.0,1.0,0
813722,979539,"To understand the event ""Louie ate his chop suey with chop sticks."", it is important to know that Chop suey is a kind of food",5746,2006-11-14 16:40:28.106755-05,en,27.0,1.0,0
813801,979480,"In the event ""Greg hung out at the coffee shop."", something that changed was A coffee shop is a kind of restaurant.",5576,2006-11-14 16:40:27.120758-05,en,27.0,1.0,0
815848,977133,"To understand the event ""Sam ate a steak."", it is important to know that Steak is a kind of food.",5665,2006-11-14 16:39:45.782622-05,en,27.0,1.0,0
816068,976897,"To understand the event ""Marek loves to drink good beer.  Marek drank an excellent ale at the Brew Pub."", it is important to know that beer is a kind of alcohol",5650,2006-11-14 16:39:41.729059-05,en,27.0,1.0,0
816069,976898,"To understand the event ""Marek loves to drink good beer.  Marek drank an excellent ale at the Brew Pub."", it is important to know that ale is a kind of beer",5650,2006-11-14 16:39:41.754115-05,en,27.0,1.0,0
816105,976839,"To understand the event ""The dog was straining at its leash."", it is important to know that a leash is a kind of rope",5650,2006-11-14 16:39:40.759837-05,en,27.0,1.0,0
816121,976859,"To understand the event ""Jeff gave his friend a candy bar."", it is important to know that a candy bar is a kind of food",5650,2006-11-14 16:39:41.093096-05,en,27.0,1.0,0
816136,976875,"To understand the event ""The fan makes a noise when it runs."", it is important to know that noise is a kind of sound",5650,2006-11-14 16:39:41.359663-05,en,27.0,1.0,0
816156,976895,"To understand the event ""Marek loves to drink good beer.  Marek drank an excellent ale at the Brew Pub."", it is important to know that beer is a kind of food",5650,2006-11-14 16:39:41.695695-05,en,27.0,1.0,0
816208,976750,"To understand the event ""Ariel wanted to surprise Beth.  Ariel bought Beth a puppy."", it is important to know that a gift is a kind of surprise",5650,2006-11-14 16:39:39.251744-05,en,27.0,1.0,0
816234,976775,"To understand the event ""we drank a glass of milk."", it is important to know that milk is a kind of food",5650,2006-11-14 16:39:39.668348-05,en,27.0,1.0,0
816484,976436,"To understand the event ""Candace made a drink for Elsa.  Elsa had been working hard all day."", it is important to know that A martini is a kind of drink.",5632,2006-11-14 16:39:33.304848-05,en,27.0,1.0,0
816555,976398,"To understand the event ""Jane saw a giraffe at the zoo."", it is important to know that a giraffe is a kind of animal",5626,2006-11-14 16:39:32.672052-05,en,27.0,1.0,0
816685,976247,"To understand the event ""The chicken laid an egg."", it is important to know that An egg is a kind of food",5629,2006-11-14 16:39:30.097551-05,en,27.0,1.0,0
817041,975817,"To understand the event ""Marek is a geek.  Marek owns a Palm Pilot."", it is important to know that Palm Pilot is a kind of wireless computer",5606,2006-11-14 16:39:22.460295-05,en,27.0,1.0,0
817445,975382,"To understand the event ""My lemon tree grew taller."", it is important to know that Lemon is a kind of fruit.",5586,2006-11-14 16:39:15.020054-05,en,27.0,1.0,0
817998,974407,"To understand the event ""Jeff stole a candy bar."", it is important to know that A candy bar is a kind of food.",5546,2006-11-14 16:38:57.93548-05,en,27.0,1.0,0
818037,974460,a turbine is a kind of technology,5546,2006-11-14 16:38:58.935154-05,en,27.0,1.0,0
818039,974462,a computer chip is a kind of technology,5546,2006-11-14 16:38:58.968533-05,en,27.0,1.0,0
818241,974153,"To understand the event ""Sarah made some lunch."", it is important to know that Lunch is a kind of meal.",113,2006-11-14 16:38:53.512652-05,en,27.0,1.0,0
818383,973955,A walnut is a kind of nut,5000,2006-11-14 16:38:50.039454-05,en,27.0,3.0,0
818384,973956,A brazil nut is a kind of nut whose shell is hard to crack,5000,2006-11-14 16:38:50.056109-05,en,27.0,1.0,0
820793,970456,"To understand the event ""Rebecca was lost.  Rebecca started to cry."", it is important to know that Being frightened is a kind of  being upset.",5490,2006-11-14 16:37:49.117923-05,en,27.0,1.0,0
824147,966418,"To understand the event ""The baby put his toy in his mouth."", it is important to know that Toys that are given to babies should not be so small they will fit all the way inside a baby's mouth or they could choke on it.",5454,2006-11-14 16:36:38.434341-05,en,27.0,1.0,1
825436,964620,"To understand the event ""Brian likes animals.  Brian has a turtle as a pet."", it is important to know that a turtle is a kind of animal",3178,2006-11-14 16:36:06.470509-05,en,27.0,1.0,0
825590,964582,"To understand the event ""My ears are ringing.  The music is to loud."", it is important to know that Music is a kind of audio entertainment",3178,2006-11-14 16:36:05.812205-05,en,27.0,1.0,0
825594,964586,"To understand the event ""Jeff bought a ring."", it is important to know that a ring is a kind of jewelry",3178,2006-11-14 16:36:05.878851-05,en,27.0,1.0,0
825598,964590,"To understand the event ""Lyra hid behind a chair."", it is important to know that A chair is a kind of furniture",3178,2006-11-14 16:36:05.954029-05,en,27.0,1.0,0
826681,963010,A man who is a sports fan cannot be truely happy unless he is amongst other men who share his enthusiasm.,4647,2006-11-14 16:35:37.477115-05,en,27.0,1.0,1
826935,962691,"A ""water pistol"" is a kind of toy gun.",4273,2006-11-14 16:35:31.721892-05,en,27.0,1.0,0
827408,961616,"The statement ""A human is a kind of animal."" is true because All living things that are not plants are animals.",5391,2006-11-14 16:35:12.969024-05,en,27.0,1.0,0
829182,958813,a person doesn't want other people to be so damn noisy.,3822,2006-11-14 16:34:23-05,en,27.0,1.0,1
829437,958554,"Another way to say ""beer is a kind of fermented beverage"" is ""One beverage of which fermenting is a component is beer.""",3822,2006-11-14 16:34:19.308555-05,en,27.0,1.0,0
833757,952044,A trout is a kind of freshwater fish,280,2006-11-14 16:32:26.017169-05,en,27.0,1.0,0
834154,951202,"To understand the event ""Dan drove a car to the grocery store to get some peanut butter."", it is important to know that Peanut butter is a kind of food",5153,2006-11-14 16:32:09.198819-05,en,27.0,1.0,0
